Nome da UC,Esfera Administrativa,Sigla Orgão Gestor,Situação,Categorias de Manejo,Código CNUC
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL CURUPIRA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2153
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAJARA PARK,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1385
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS QUATRO ELEMENTOS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1453
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MINAS DO PAREDÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1126
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DAS PEDRAS BONITAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1346
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BARRA MANSA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2313
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOTURUNA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2237
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA MATA ATLÂNTICA DA MANONA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1435
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAPÃO REDONDO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2081
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DOS SONHOS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1351
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL O BOSQUE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3078
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PANELÃO DOS MURIQUES,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1281
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA RIVAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1446
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARRUDA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1331
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO CARAGUATÁ II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1080
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BIO SANTUÁRIO TRAJETO DO CERRADO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1353
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PINDORAMA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1332
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VEREDA DO GATO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1340
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA RECANTO DAS ÁGUAS CLARAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2173
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GAVIÕES,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1154
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONLEVADE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1256
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VEREDAS DO PRATUDINHO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2234
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTAL DO JABURU,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1326
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LINDA SERRA DOS TOPÁZIOS ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1335
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ALMAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1204
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA CLARA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2205
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MACEDÔNIA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1255
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTUÁRIO DE GABRIEL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1350
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMAVERA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2157
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO FRANCISCO ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1317
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS ARAUCÁRIAS GIGANTES,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2094
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SOSSEGO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1438
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SERRA DO RIBEIRÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2687
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BONSUCESSO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2104
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL MENINO DEUS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1084
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL  FAZENDA CURUPIRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1115
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CÓRREGO DA AURORA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1374
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS MANANCIAIS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1118
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAULINO VELÔSO CAMÊLO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2150
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RASO DO MANDI II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3672
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARIZONA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3086
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SÍTIO ECOLÓGICO MONTE SANTO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1040
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE NATURAL LEONILDO FERREIRA 1,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1134
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL HELICO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2119
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA TERRAVISTA I,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2190
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAMUEL NOBRE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3085
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLOR DO NORTE II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2116
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMIRA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1067
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURA MATER,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3071
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA PEDREIRAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1322
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DA SERRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2136
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PIRILAMPO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1308
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PACULÂNDIA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1232
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DR. DAISAKU IKEDA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1450
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GLEBA O SAQUINHO DE ITAPIRAPUÁ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1142
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CANELEIRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1116
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PIABAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1414
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MITRA DO BISPO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1285
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOQUEIRÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1191
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OSÓRIO REIMÃO ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2146
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VISTA BONITA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2236
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL USINA MAURICIO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2226
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA V,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2169
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL - FAZENDA BARRA DO PIRAPETINGA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1296
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARCO-ÍRIS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1159
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DO CURUSSU MIRIM,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1053
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL URÚ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1188
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESCARPAS DO PARAÍSO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1347
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SEMENTE DO ARCO ÍRIS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1309
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AMÉRICA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1234
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO CERRADÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1283
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHÁCARA MANGUEIRAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1366
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VEREDA GRANDE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1250
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILA AMANDA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1286
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO RÃ-BUGIO II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2211
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMEIRAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1327
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PRIMAVERA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1076
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO BARTOLOMEU,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3111
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOLTA DO RIO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3069
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AZUL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1165
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO ECOLÓGICO SONHEM,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1372
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ELIAS ANDRADE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2098
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE DAS NASCENTES,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2148
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO GARGAÚ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1206
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SER NATIVO ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2212
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SÃO DOMINGOS/AGARTHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1310
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TAYNÁ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2219
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO  ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1462
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SANNYASIM,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1303
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO CAPITÃO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1403
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS ARAPONGAS - RESGATE II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2227
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1348
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELO MONTE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2661
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELA VISTA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1042
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VARANDA DA SERRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1368
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ESTÂNCIA DOROCHÊ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1218
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO GROSSO ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1148
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTE DA PEDRA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3110
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SÃO JOSÉ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2187
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SESC TEPEQUÉM,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1158
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHAKRA GRISU,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1375
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA CACHOEIRA DAS ANDORINHAS ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1359
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JORNALISTA ANTENOR NOVAES,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1147
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA TERRA NOVA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2114
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA HELENA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1239
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA MANACÁ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1417
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOSQUE DE CANELA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1123
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA ENCANTADA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3080
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL HOTEL MIRANTE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2120
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FUGIDOS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1402
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA GLEBA VAGEM GRANDE I,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1336
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANO BOM,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1096
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA GRANDE,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1167
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABURÉ ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3682
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL BREJO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1202
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS COPAIBEIRAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2228
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA DO CAJU,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1319
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO BONITO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1380
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO BELA VISTA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1448
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO JOSÉ, GLEBA ITINGA A - LOTE 390",Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1315
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CÓRREGO VERMELHO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2163
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL ENGENHEIRO ELIEZER BATISTA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2184
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO MIGUEL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2113
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ROGÉRIO MARINHO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2203
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SEGREDO DAS ÁGUAS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1299
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PARTICULAR PROFESSOR DELMAR HARRY DOS REIS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1113
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRATA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3087
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAYONARA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1371
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA LUA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2132
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GAIA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1170
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PIRANGY,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3092
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JOÃO DE BARRO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1367
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAHY,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2077
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO ECOLÓGICO AMAZÔNIA VIVA ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1465
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA SÃO BERNARDO II,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2175
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL SÍTIO PALMEIRAS ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2185
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE BOTÂNICO DOS KAIAPÓS,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3106
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO-DE-FOGO-RENDADO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2145
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILAR,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3685
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUANANDI,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3067
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POÇO FUNDO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1272
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE FLORESTAL SÃO MARCELO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1051
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO LÔBO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1273
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SÃO FRANCISCO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1302
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SINGAPURA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1240
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA POUSADA SERRA PITOCO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1089
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÍCERO ALMEIDA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3079
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA CAROÁ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1408
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHÁCARA EDITH ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1091
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PORANGABA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1168
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRAVA BEACH INTERNACIONAL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3660
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DA BICA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1077
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA PALHA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1094
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA DULCE DE CIMA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2206
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA AMBIENTAL DE EDUCAÇÃO E PESQUISA BANANA MENINA,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1363
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CRUZEIRO,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1264
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL KLAGESI,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2129
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JARDIM DOS BEIJA-FLORES,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.3673
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIANA PIMENTEL,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1120
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA VII,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.2171
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO GUAXINIM ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1100
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA SANTA IZABEL DO BUTUÍ,Federal,ICMBio,Ativo,Reserva Particular do Patrimônio Natural,0000.00.1105
